id,delivery_person_age,delivery_person_ratings,order_date,order_time,pickup_time,weather_conditions,road_traffic_density,order_type,vehicle_type,multiple_deliveries,festival,city,time_taken_mins,order_year,order_day,order_month,pickup_day_period
14938,22,4.9,2022-03-08,19:15,19:30,Fog,Jam,Buffet,scooter,1,No,Metropolitian,35,2022,Tuesday,March,Evening
14939,20,4.8,2022-03-25,23:35,23:40,Stormy,Low,Drinks,scooter,1,No,Metropolitian,18,2022,Friday,March,Night
14940,35,4.5,2022-04-04,23:45,23:55,Stormy,Low,Buffet,motorcycle,1,No,Metropolitian,23,2022,Monday,April,Night
14941,32,4.6,2022-03-16,20:40,20:45,Sandstorms,Jam,Buffet,scooter,1,No,Metropolitian,25,2022,Wednesday,March,Night
14942,26,5.0,2022-03-27,18:35,18:45,Windy,Medium,Snack,motorcycle,1,No,Metropolitian,28,2022,Sunday,March,Evening
14943,20,4.8,2022-03-19,21:25,21:30,Cloudy,Jam,Buffet,scooter,1,No,Metropolitian,21,2022,Saturday,March,Night
14944,38,4.4,2022-02-14,18:25,18:30,Windy,Medium,Buffet,scooter,0,No,Urban,38,2022,Monday,February,Evening
14945,39,4.9,2022-04-03,10:25,10:30,Sunny,Low,Buffet,motorcycle,0,No,Metropolitian,14,2022,Sunday,April,Morning
14946,28,4.8,2022-02-12,21:35,21:50,Fog,Jam,Drinks,motorcycle,1,Yes,Metropolitian,47,2022,Saturday,February,Night
14947,37,4.3,2022-03-01,11:10,11:25,Sandstorms,High,Meal,scooter,1,No,Metropolitian,33,2022,Tuesday,March,Morning
14948,36,4.1,2022-04-02,17:55,18:05,Fog,Medium,Drinks,motorcycle,1,No,Metropolitian,37,2022,Saturday,April,Evening
14949,24,4.8,2022-03-10,17:10,17:15,Cloudy,Medium,Drinks,motorcycle,2,No,Metropolitian,33,2022,Thursday,March,Evening
14950,22,4.8,2022-03-10,18:25,18:40,Fog,Medium,Drinks,motorcycle,1,No,Metropolitian,37,2022,Thursday,March,Evening
14951,34,4.7,2022-03-09,22:50,23:05,Windy,Low,Snack,scooter,1,No,Urban,20,2022,Wednesday,March,Night
14952,25,4.2,2022-02-11,23:15,23:20,Stormy,Low,Snack,motorcycle,1,No,Urban,23,2022,Friday,February,Night
14953,24,4.6,2022-04-02,17:50,17:55,Stormy,Medium,Snack,motorcycle,1,No,Metropolitian,29,2022,Saturday,April,Evening
14954,20,4.5,2022-02-11,09:30,09:40,Sandstorms,Low,Drinks,scooter,0,No,Metropolitian,11,2022,Friday,February,Morning
14955,29,4.9,2022-03-03,08:45,08:50,Cloudy,Low,Drinks,scooter,0,No,Metropolitian,19,2022,Thursday,March,Morning
14956,30,4.2,2022-02-11,15:10,15:15,Windy,Medium,Buffet,scooter,1,No,Metropolitian,33,2022,Friday,February,Afternoon
14957,36,4.9,2022-03-02,19:20,19:25,Windy,Jam,Snack,motorcycle,0,No,Metropolitian,30,2022,Wednesday,March,Evening
14958,29,4.6,2022-03-09,09:55,10:10,Sandstorms,Low,Drinks,scooter,0,No,Urban,14,2022,Wednesday,March,Morning
14959,24,4.7,2022-03-25,18:15,18:30,Stormy,Medium,Meal,motorcycle,1,No,Metropolitian,20,2022,Friday,March,Evening
14960,38,4.8,2022-03-14,21:10,21:15,Fog,Jam,Drinks,motorcycle,2,No,Metropolitian,42,2022,Monday,March,Night
14961,33,4.7,2022-03-01,15:45,15:55,Windy,Medium,Meal,motorcycle,1,No,Metropolitian,29,2022,Tuesday,March,Afternoon
14962,28,4.8,2022-03-17,20:30,20:40,Sandstorms,Jam,Buffet,motorcycle,0,No,Metropolitian,30,2022,Thursday,March,Night
14963,31,4.9,2022-03-28,22:50,22:55,Sandstorms,Low,Drinks,motorcycle,1,No,Metropolitian,24,2022,Monday,March,Night
14964,24,4.9,2022-03-24,23:15,23:25,Stormy,Low,Buffet,scooter,0,No,Metropolitian,14,2022,Thursday,March,Night
14965,29,5.0,2022-03-14,23:10,23:20,Cloudy,Low,Snack,electric_scooter,0,No,Metropolitian,28,2022,Monday,March,Night
14966,20,4.6,2022-03-20,19:30,19:40,Sandstorms,Jam,Snack,motorcycle,1,No,Urban,37,2022,Sunday,March,Evening
14967,32,4.6,2022-03-13,18:15,18:30,Cloudy,Medium,Buffet,motorcycle,0,No,Metropolitian,28,2022,Sunday,March,Evening
14968,25,4.0,2022-03-15,08:40,08:45,Stormy,Low,Buffet,motorcycle,1,No,Metropolitian,24,2022,Tuesday,March,Morning
14969,27,4.9,2022-04-06,20:45,20:55,Stormy,Jam,Buffet,motorcycle,1,No,Metropolitian,27,2022,Wednesday,April,Night
14970,33,4.5,2022-03-15,21:10,21:20,Stormy,Jam,Drinks,motorcycle,1,No,Metropolitian,30,2022,Tuesday,March,Night
14971,32,4.6,2022-03-26,11:10,11:20,Fog,High,Meal,motorcycle,1,No,Metropolitian,34,2022,Saturday,March,Morning
14972,27,4.3,2022-03-23,18:20,18:30,Windy,Medium,Snack,motorcycle,1,No,Metropolitian,31,2022,Wednesday,March,Evening
14973,38,4.7,2022-04-01,10:35,10:40,Fog,Low,Snack,scooter,1,No,Metropolitian,17,2022,Friday,April,Morning
14974,39,4.4,2022-02-14,21:25,21:35,Sunny,Jam,Meal,motorcycle,1,No,Metropolitian,33,2022,Monday,February,Night
14975,22,4.7,2022-03-07,08:45,08:50,Fog,Low,Snack,motorcycle,1,No,Metropolitian,15,2022,Monday,March,Morning
14976,37,4.6,2022-03-01,10:25,10:30,Windy,Low,Buffet,scooter,1,No,Metropolitian,26,2022,Tuesday,March,Morning
14977,35,4.4,2022-02-13,08:30,08:35,Windy,Low,Drinks,motorcycle,0,No,Metropolitian,20,2022,Sunday,February,Morning
14978,30,4.4,2022-03-02,20:30,20:35,Sandstorms,Jam,Snack,scooter,1,No,Metropolitian,41,2022,Wednesday,March,Night
14979,37,4.5,2022-03-01,20:35,20:45,Stormy,Jam,Buffet,motorcycle,1,No,Metropolitian,28,2022,Tuesday,March,Night
14980,31,4.2,2022-04-03,11:10,11:25,Windy,High,Drinks,scooter,1,No,Metropolitian,34,2022,Sunday,April,Morning
14981,35,4.8,2022-03-05,09:55,10:05,Stormy,Low,Meal,electric_scooter,1,No,Metropolitian,25,2022,Saturday,March,Morning
14982,32,4.8,2022-04-03,22:55,23:05,Cloudy,Low,Drinks,motorcycle,0,No,Metropolitian,27,2022,Sunday,April,Night
14983,36,5.0,2022-02-14,19:25,19:40,Sandstorms,Jam,Snack,motorcycle,0,No,Metropolitian,25,2022,Monday,February,Evening
14984,32,4.6,2022-04-04,23:25,23:35,Windy,Low,Meal,motorcycle,1,No,Metropolitian,18,2022,Monday,April,Night
14985,36,4.8,2022-03-14,22:15,22:30,Cloudy,Low,Snack,scooter,0,No,Metropolitian,30,2022,Monday,March,Night
14986,22,4.8,2022-03-17,22:50,22:55,Stormy,Low,Snack,motorcycle,1,No,Urban,10,2022,Thursday,March,Night
14987,35,4.4,2022-03-29,20:30,20:45,Fog,Jam,Snack,motorcycle,1,No,Metropolitian,40,2022,Tuesday,March,Night
14988,23,4.9,2022-03-02,19:10,19:20,Cloudy,Jam,Snack,motorcycle,1,Yes,Metropolitian,41,2022,Wednesday,March,Evening
14989,24,4.6,2022-03-05,10:25,10:40,Windy,Low,Snack,electric_scooter,1,No,Metropolitian,17,2022,Saturday,March,Morning
14990,38,4.6,2022-04-05,08:35,08:40,Stormy,Low,Drinks,motorcycle,1,No,Metropolitian,21,2022,Tuesday,April,Morning
14991,37,4.8,2022-03-28,20:30,20:40,Windy,Jam,Snack,scooter,1,No,Metropolitian,27,2022,Monday,March,Night
14992,33,4.8,2022-04-03,09:50,09:55,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,16,2022,Sunday,April,Morning
14993,24,5.0,2022-03-15,09:50,09:55,Sandstorms,Low,Buffet,motorcycle,1,No,Metropolitian,16,2022,Tuesday,March,Morning
14994,37,3.8,2022-04-06,19:10,19:20,Stormy,Jam,Drinks,scooter,1,No,Metropolitian,39,2022,Wednesday,April,Evening
14995,28,4.9,2022-02-17,18:45,18:50,Sunny,Medium,Meal,motorcycle,1,No,Urban,23,2022,Thursday,February,Evening
14996,35,4.6,2022-03-19,21:55,22:10,Cloudy,Jam,Drinks,scooter,1,No,Metropolitian,38,2022,Saturday,March,Night
14997,29,4.6,2022-02-15,22:45,22:55,Sandstorms,Low,Drinks,motorcycle,1,No,Metropolitian,19,2022,Tuesday,February,Night
14998,28,4.8,2022-04-01,21:30,21:40,Windy,Jam,Buffet,motorcycle,1,No,Urban,11,2022,Friday,April,Night
14999,33,4.1,2022-04-03,20:45,20:55,Stormy,Jam,Meal,scooter,1,No,Metropolitian,34,2022,Sunday,April,Night
15000,32,4.1,2022-03-11,19:35,19:45,Stormy,Jam,Meal,motorcycle,1,No,Metropolitian,37,2022,Friday,March,Evening
15001,33,4.5,2022-03-09,19:30,19:35,Sandstorms,Jam,Snack,motorcycle,1,No,Metropolitian,25,2022,Wednesday,March,Evening
15002,30,4.6,2022-03-15,21:10,21:15,Windy,Jam,Snack,motorcycle,3,No,Metropolitian,43,2022,Tuesday,March,Night
15003,25,4.9,2022-03-21,08:15,08:25,Cloudy,Low,Buffet,motorcycle,0,No,Metropolitian,14,2022,Monday,March,Morning
15004,30,5.0,2022-03-06,23:20,23:25,Stormy,Low,Buffet,motorcycle,1,No,Metropolitian,26,2022,Sunday,March,Night
15005,31,4.9,2022-03-19,17:55,18:10,Cloudy,Medium,Drinks,scooter,1,No,Urban,18,2022,Saturday,March,Evening
15006,35,4.6,2022-02-13,19:35,19:40,Windy,Jam,Meal,motorcycle,1,No,Urban,29,2022,Sunday,February,Evening
15007,26,4.9,2022-02-17,20:50,20:55,Fog,Jam,Buffet,motorcycle,1,No,Metropolitian,32,2022,Thursday,February,Night
15008,25,4.8,2022-03-31,20:10,20:15,Stormy,Jam,Snack,scooter,0,No,Urban,17,2022,Thursday,March,Night
15009,38,4.9,2022-02-18,18:25,18:30,Sandstorms,Medium,Drinks,motorcycle,1,No,Metropolitian,21,2022,Friday,February,Evening
15010,35,4.6,2022-03-13,18:10,18:15,Fog,Medium,Meal,scooter,0,No,Metropolitian,15,2022,Sunday,March,Evening
15011,26,4.7,2022-03-16,17:25,17:40,Sunny,Medium,Buffet,scooter,1,No,Metropolitian,11,2022,Wednesday,March,Evening
15012,21,5.0,2022-03-28,21:20,21:25,Windy,Jam,Drinks,motorcycle,1,No,Metropolitian,31,2022,Monday,March,Night
15013,34,5.0,2022-02-13,16:45,16:55,Fog,Medium,Buffet,scooter,0,No,Metropolitian,18,2022,Sunday,February,Evening
15014,26,4.8,2022-03-25,22:45,22:55,Sunny,Low,Meal,motorcycle,1,No,Urban,22,2022,Friday,March,Night
15015,34,4.3,2022-03-14,23:10,23:15,Cloudy,Low,Meal,motorcycle,1,No,Metropolitian,36,2022,Monday,March,Night
15016,22,4.6,2022-03-05,16:35,16:40,Fog,Medium,Buffet,motorcycle,0,No,Urban,10,2022,Saturday,March,Evening
15017,30,4.8,2022-02-11,18:45,18:55,Windy,Medium,Snack,electric_scooter,1,No,Metropolitian,25,2022,Friday,February,Evening
15018,30,5.0,2022-03-30,11:45,11:55,Stormy,High,Meal,scooter,1,No,Urban,25,2022,Wednesday,March,Morning
15019,25,4.6,2022-03-16,20:40,20:50,Sunny,Jam,Drinks,electric_scooter,0,No,Metropolitian,24,2022,Wednesday,March,Night
15020,20,4.6,2022-03-28,11:25,11:35,Cloudy,High,Buffet,motorcycle,1,No,Metropolitian,27,2022,Monday,March,Morning
15021,29,4.9,2022-03-29,21:45,21:50,Sandstorms,Jam,Snack,motorcycle,0,No,Metropolitian,28,2022,Tuesday,March,Night
15022,25,4.0,2022-03-28,21:15,21:25,Cloudy,Jam,Meal,electric_scooter,0,No,Metropolitian,34,2022,Monday,March,Night
15023,21,4.3,2022-04-01,08:45,08:55,Sandstorms,Low,Buffet,motorcycle,1,No,Metropolitian,26,2022,Friday,April,Morning
15024,22,5.0,2022-03-02,19:10,19:15,Sunny,Jam,Snack,motorcycle,0,No,Metropolitian,34,2022,Wednesday,March,Evening
15025,26,4.7,2022-04-06,17:15,17:30,Sunny,Medium,Buffet,motorcycle,0,No,Metropolitian,17,2022,Wednesday,April,Evening
15026,33,4.1,2022-04-03,23:45,23:50,Windy,Low,Buffet,motorcycle,1,No,Metropolitian,21,2022,Sunday,April,Night
15027,21,4.8,2022-03-13,17:25,17:30,Fog,Medium,Snack,scooter,1,No,Metropolitian,14,2022,Sunday,March,Evening
15028,20,4.6,2022-03-03,13:15,13:20,Stormy,High,Drinks,motorcycle,1,No,Metropolitian,20,2022,Thursday,March,Afternoon
15029,30,4.6,2022-04-05,18:25,18:30,Sunny,Medium,Meal,motorcycle,1,No,Urban,20,2022,Tuesday,April,Evening
15030,36,4.4,2022-03-23,18:20,18:30,Windy,Medium,Drinks,scooter,1,No,Metropolitian,33,2022,Wednesday,March,Evening
15031,26,4.9,2022-02-13,11:20,11:25,Cloudy,High,Snack,electric_scooter,1,No,Metropolitian,27,2022,Sunday,February,Morning
15032,34,4.9,2022-03-07,16:20,16:30,Fog,Medium,Drinks,motorcycle,0,No,Metropolitian,19,2022,Monday,March,Evening
15033,25,4.6,2022-03-21,11:40,11:55,Sunny,High,Meal,scooter,0,No,Metropolitian,11,2022,Monday,March,Morning
15034,35,4.2,2022-03-04,17:25,17:40,Stormy,Medium,Drinks,motorcycle,2,No,Metropolitian,38,2022,Friday,March,Evening
15035,37,4.5,2022-03-06,23:40,23:55,Stormy,Low,Snack,scooter,0,No,Urban,24,2022,Sunday,March,Night
15036,21,4.7,2022-03-15,08:40,08:55,Windy,Low,Drinks,scooter,0,No,Urban,10,2022,Tuesday,March,Morning
15037,22,4.5,2022-04-03,22:25,22:30,Cloudy,Low,Drinks,motorcycle,0,No,Urban,15,2022,Sunday,April,Night
15038,31,4.8,2022-02-12,19:10,19:20,Sunny,Jam,Meal,motorcycle,0,No,Metropolitian,30,2022,Saturday,February,Evening
15039,31,5.0,2022-03-17,22:10,22:25,Cloudy,Low,Buffet,scooter,0,No,Metropolitian,16,2022,Thursday,March,Night
15040,25,4.6,2022-04-02,19:15,19:20,Windy,Jam,Drinks,electric_scooter,1,No,Metropolitian,23,2022,Saturday,April,Evening
15041,34,4.8,2022-04-02,19:20,19:30,Fog,Jam,Meal,motorcycle,1,Yes,Urban,49,2022,Saturday,April,Evening
15042,30,4.2,2022-03-04,19:25,19:30,Stormy,Jam,Drinks,electric_scooter,2,No,Metropolitian,32,2022,Friday,March,Evening
15043,34,3.9,2022-02-18,20:20,20:30,Stormy,Jam,Meal,scooter,1,No,Metropolitian,41,2022,Friday,February,Night
15044,30,4.9,2022-03-08,22:45,22:55,Cloudy,Low,Snack,motorcycle,2,No,Metropolitian,44,2022,Tuesday,March,Night
15045,30,3.8,2022-03-20,21:50,21:55,Stormy,Jam,Snack,motorcycle,1,No,Metropolitian,42,2022,Sunday,March,Night
15046,24,4.8,2022-03-06,17:35,17:40,Fog,Medium,Snack,scooter,2,No,Metropolitian,39,2022,Sunday,March,Evening
15047,28,4.6,2022-04-04,22:35,22:45,Sandstorms,Low,Buffet,motorcycle,0,No,Urban,15,2022,Monday,April,Night
15048,32,4.9,2022-03-23,17:15,17:20,Cloudy,Medium,Drinks,motorcycle,0,No,Metropolitian,41,2022,Wednesday,March,Evening
15049,22,4.7,2022-03-02,23:35,23:40,Sandstorms,Low,Drinks,electric_scooter,0,No,Urban,12,2022,Wednesday,March,Night
15050,38,4.9,2022-02-16,22:45,22:50,Sunny,Low,Drinks,motorcycle,0,No,Metropolitian,24,2022,Wednesday,February,Night
15051,32,3.9,2022-03-12,22:50,22:55,Cloudy,Low,Meal,scooter,1,No,Metropolitian,31,2022,Saturday,March,Night
15052,32,4.9,2022-02-17,09:55,10:05,Cloudy,Low,Snack,scooter,0,No,Urban,15,2022,Thursday,February,Morning
15053,37,4.9,2022-03-03,20:55,21:10,Cloudy,Jam,Meal,motorcycle,0,No,Metropolitian,27,2022,Thursday,March,Night
15054,31,3.8,2022-03-02,19:25,19:35,Sandstorms,Jam,Drinks,scooter,1,No,Metropolitian,38,2022,Wednesday,March,Evening
15055,30,4.3,2022-03-26,08:35,08:50,Stormy,Low,Drinks,motorcycle,1,No,Metropolitian,25,2022,Saturday,March,Morning
15056,33,5.0,2022-03-14,18:25,18:35,Cloudy,Medium,Meal,motorcycle,1,No,Urban,30,2022,Monday,March,Evening
15057,26,5.0,2022-02-12,17:35,17:45,Sunny,Medium,Buffet,scooter,1,No,Urban,11,2022,Saturday,February,Evening
15058,34,5.0,2022-02-12,21:50,21:55,Sandstorms,Jam,Snack,motorcycle,2,No,Metropolitian,36,2022,Saturday,February,Night
15059,38,4.6,2022-03-10,21:35,21:50,Windy,Jam,Snack,scooter,1,No,Urban,29,2022,Thursday,March,Night
15060,20,4.8,2022-02-17,15:30,15:35,Sunny,Medium,Meal,motorcycle,0,No,Metropolitian,21,2022,Thursday,February,Afternoon
15061,23,4.6,2022-03-28,22:10,22:25,Windy,Low,Buffet,scooter,1,No,Metropolitian,11,2022,Monday,March,Night
15062,24,4.8,2022-03-21,09:40,09:50,Windy,Low,Buffet,scooter,0,No,Metropolitian,17,2022,Monday,March,Morning
15063,39,4.5,2022-04-01,10:20,10:25,Cloudy,Low,Drinks,motorcycle,1,No,Metropolitian,18,2022,Friday,April,Morning
15064,35,4.8,2022-04-06,23:35,23:50,Fog,Low,Buffet,motorcycle,1,No,Metropolitian,36,2022,Wednesday,April,Night
15065,36,4.7,2022-03-01,10:55,11:05,Sunny,Low,Drinks,motorcycle,0,No,Metropolitian,10,2022,Tuesday,March,Morning
15066,28,4.7,2022-02-15,21:10,21:20,Cloudy,Jam,Meal,motorcycle,0,No,Metropolitian,21,2022,Tuesday,February,Night
15067,35,4.7,2022-03-07,19:50,19:55,Windy,Jam,Meal,motorcycle,2,No,Metropolitian,40,2022,Monday,March,Evening
15068,38,4.7,2022-03-11,12:50,12:55,Stormy,High,Buffet,scooter,1,No,Metropolitian,27,2022,Friday,March,Afternoon
15069,33,4.7,2022-04-01,18:20,18:30,Sunny,Medium,Meal,scooter,1,No,Metropolitian,18,2022,Friday,April,Evening
15070,37,3.8,2022-03-29,19:40,19:55,Sandstorms,Jam,Meal,scooter,0,No,Metropolitian,41,2022,Tuesday,March,Evening
15071,31,4.8,2022-03-19,19:10,19:15,Sandstorms,Jam,Meal,scooter,1,No,Urban,28,2022,Saturday,March,Evening
15072,39,4.6,2022-03-30,20:30,20:45,Windy,Jam,Buffet,motorcycle,2,No,Urban,34,2022,Wednesday,March,Night
15073,37,4.9,2022-04-02,22:40,22:50,Fog,Low,Drinks,motorcycle,2,Yes,Metropolitian,40,2022,Saturday,April,Night
15074,38,4.0,2022-03-14,20:15,20:20,Stormy,Jam,Meal,motorcycle,1,No,Metropolitian,51,2022,Monday,March,Night
15075,22,5.0,2022-02-14,17:35,17:50,Cloudy,Medium,Meal,motorcycle,0,No,Urban,31,2022,Monday,February,Evening
15076,28,4.8,2022-03-06,22:15,22:20,Windy,Low,Buffet,scooter,0,No,Urban,13,2022,Sunday,March,Night
15077,38,4.2,2022-03-25,21:10,21:15,Sandstorms,Jam,Snack,electric_scooter,0,No,Metropolitian,35,2022,Friday,March,Night
15078,29,4.7,2022-03-03,20:50,21:05,Sunny,Jam,Buffet,motorcycle,1,No,Urban,14,2022,Thursday,March,Night
15079,23,4.5,2022-03-15,11:10,11:15,Fog,High,Snack,motorcycle,0,No,Metropolitian,20,2022,Tuesday,March,Morning
15080,38,4.6,2022-03-29,17:20,17:30,Fog,Medium,Meal,scooter,1,No,Metropolitian,41,2022,Tuesday,March,Evening
15081,25,4.7,2022-03-11,17:55,18:10,Stormy,Medium,Drinks,electric_scooter,1,No,Metropolitian,22,2022,Friday,March,Evening
15082,27,4.6,2022-04-06,23:40,23:50,Stormy,Low,Meal,motorcycle,1,No,Metropolitian,24,2022,Wednesday,April,Night
15083,39,4.2,2022-02-11,13:40,13:55,Sandstorms,High,Buffet,motorcycle,0,No,Metropolitian,45,2022,Friday,February,Afternoon
15084,38,4.0,2022-03-23,17:40,17:55,Stormy,Medium,Meal,motorcycle,1,No,Metropolitian,34,2022,Wednesday,March,Evening
15085,37,4.9,2022-03-07,22:10,22:20,Sunny,Low,Meal,scooter,1,No,Urban,15,2022,Monday,March,Night
15086,27,4.7,2022-03-08,18:50,19:05,Sunny,Medium,Buffet,motorcycle,0,No,Urban,12,2022,Tuesday,March,Evening
15087,20,4.8,2022-03-05,10:40,10:45,Cloudy,Low,Snack,electric_scooter,0,No,Urban,15,2022,Saturday,March,Morning
15088,38,4.6,2022-03-29,23:15,23:20,Windy,Low,Drinks,motorcycle,1,No,Metropolitian,25,2022,Tuesday,March,Night
15089,36,5.0,2022-03-24,17:30,17:45,Cloudy,Medium,Snack,scooter,0,No,Urban,15,2022,Thursday,March,Evening
15090,37,4.5,2022-03-19,09:40,09:55,Windy,Low,Snack,motorcycle,0,No,Metropolitian,30,2022,Saturday,March,Morning
15091,30,4.8,2022-03-30,10:50,10:55,Cloudy,Low,Buffet,motorcycle,1,No,Metropolitian,23,2022,Wednesday,March,Morning
15092,26,4.6,2022-04-01,23:20,23:25,Sandstorms,Low,Drinks,scooter,0,No,Metropolitian,14,2022,Friday,April,Night
15093,28,4.8,2022-04-03,14:45,14:55,Sunny,High,Buffet,scooter,0,No,Metropolitian,12,2022,Sunday,April,Afternoon
15094,31,4.6,2022-03-29,17:55,18:10,Cloudy,Medium,Drinks,scooter,1,No,Metropolitian,30,2022,Tuesday,March,Evening
15095,35,4.9,2022-03-27,19:55,20:05,Cloudy,Jam,Meal,motorcycle,1,No,Metropolitian,41,2022,Sunday,March,Night
15096,24,4.5,2022-04-02,18:20,18:35,Sunny,Medium,Buffet,motorcycle,0,No,Metropolitian,17,2022,Saturday,April,Evening
15097,30,4.7,2022-04-06,23:50,00:05,Sunny,Low,Drinks,scooter,0,No,Metropolitian,29,2022,Wednesday,April,Midnight
15098,33,4.9,2022-04-04,17:25,17:30,Sandstorms,Medium,Meal,motorcycle,1,No,Metropolitian,23,2022,Monday,April,Evening
15099,34,4.9,2022-03-17,10:50,10:55,Sandstorms,Low,Drinks,scooter,1,No,Metropolitian,25,2022,Thursday,March,Morning
15100,33,4.9,2022-03-01,20:20,20:25,Fog,Jam,Buffet,scooter,0,No,Metropolitian,26,2022,Tuesday,March,Night
15101,39,4.6,2022-03-08,23:20,23:35,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,30,2022,Tuesday,March,Night
15102,22,4.7,2022-02-14,19:15,19:20,Stormy,Jam,Meal,motorcycle,0,No,Metropolitian,29,2022,Monday,February,Evening
15103,20,4.7,2022-03-15,21:45,21:50,Stormy,Jam,Meal,motorcycle,1,No,Metropolitian,23,2022,Tuesday,March,Night
15104,29,4.8,2022-03-26,08:10,08:25,Windy,Low,Meal,motorcycle,1,No,Metropolitian,19,2022,Saturday,March,Morning
15105,31,4.6,2022-03-03,16:25,16:35,Cloudy,Medium,Snack,scooter,0,No,Metropolitian,18,2022,Thursday,March,Evening
15106,39,4.2,2022-03-06,19:20,19:25,Sandstorms,Jam,Meal,motorcycle,1,No,Metropolitian,40,2022,Sunday,March,Evening
15107,28,4.6,2022-03-24,11:50,11:55,Sandstorms,High,Drinks,scooter,1,No,Urban,28,2022,Thursday,March,Morning
15108,20,4.8,2022-03-12,22:40,22:45,Cloudy,Low,Meal,motorcycle,1,No,Urban,22,2022,Saturday,March,Night
15109,34,4.4,2022-02-18,18:55,19:05,Fog,Medium,Snack,scooter,0,No,Urban,32,2022,Friday,February,Evening
15110,39,4.7,2022-03-15,18:10,18:25,Stormy,Medium,Buffet,motorcycle,0,No,Urban,25,2022,Tuesday,March,Evening
15111,35,4.3,2022-03-20,20:55,21:05,Stormy,Jam,Meal,motorcycle,1,No,Metropolitian,35,2022,Sunday,March,Night
15112,27,4.4,2022-03-07,10:10,10:25,Stormy,Low,Meal,motorcycle,1,No,Metropolitian,25,2022,Monday,March,Morning
15113,28,4.7,2022-03-26,15:55,16:05,Fog,Medium,Meal,scooter,0,No,Metropolitian,14,2022,Saturday,March,Evening
15114,38,4.5,2022-03-01,18:25,18:35,Windy,Medium,Buffet,motorcycle,1,No,Metropolitian,30,2022,Tuesday,March,Evening
15115,20,5.0,2022-04-06,20:15,20:25,Windy,Jam,Snack,scooter,1,No,Metropolitian,26,2022,Wednesday,April,Night
15116,23,4.9,2022-02-16,20:40,20:45,Windy,Jam,Drinks,motorcycle,1,No,Urban,27,2022,Wednesday,February,Night
15117,36,4.2,2022-04-03,09:25,09:30,Windy,Low,Snack,motorcycle,0,No,Metropolitian,25,2022,Sunday,April,Morning
15118,25,4.5,2022-03-11,09:40,09:45,Stormy,Low,Meal,electric_scooter,1,No,Urban,16,2022,Friday,March,Morning
15119,29,4.5,2022-03-03,11:50,12:05,Cloudy,High,Drinks,motorcycle,1,No,Metropolitian,29,2022,Thursday,March,Afternoon
15120,23,4.7,2022-03-29,21:50,22:05,Windy,Jam,Buffet,scooter,1,No,Metropolitian,22,2022,Tuesday,March,Night
15121,27,4.6,2022-04-05,19:45,19:55,Windy,Jam,Meal,electric_scooter,1,No,Metropolitian,20,2022,Tuesday,April,Evening
15122,23,4.9,2022-03-28,09:45,09:50,Cloudy,Low,Buffet,motorcycle,0,No,Metropolitian,18,2022,Monday,March,Morning
15123,24,4.9,2022-04-05,20:20,20:35,Stormy,Jam,Snack,scooter,1,No,Metropolitian,19,2022,Tuesday,April,Night
15124,23,4.6,2022-03-03,17:55,18:10,Cloudy,Medium,Meal,motorcycle,1,No,Metropolitian,26,2022,Thursday,March,Evening
15125,24,4.7,2022-03-10,19:10,19:15,Sandstorms,Jam,Meal,motorcycle,0,No,Urban,18,2022,Thursday,March,Evening
15126,21,5.0,2022-04-04,19:15,19:20,Sunny,Jam,Meal,motorcycle,1,No,Urban,17,2022,Monday,April,Evening
15127,28,4.9,2022-03-10,20:40,20:45,Cloudy,Jam,Buffet,scooter,2,No,Metropolitian,37,2022,Thursday,March,Night
15128,20,4.6,2022-03-24,22:35,22:40,Fog,Low,Drinks,electric_scooter,0,No,Urban,15,2022,Thursday,March,Night
15129,20,4.6,2022-02-11,15:40,15:50,Sandstorms,Medium,Meal,electric_scooter,0,No,Metropolitian,26,2022,Friday,February,Afternoon
15130,39,3.5,2022-03-10,20:55,21:10,Sandstorms,Jam,Drinks,motorcycle,1,No,Metropolitian,36,2022,Thursday,March,Night
15131,35,4.6,2022-02-13,10:35,10:50,Windy,Low,Snack,motorcycle,1,No,Metropolitian,27,2022,Sunday,February,Morning
15132,39,3.7,2022-03-23,22:45,22:50,Fog,Low,Snack,electric_scooter,1,No,Urban,32,2022,Wednesday,March,Night
15133,29,4.6,2022-03-08,22:55,23:10,Sandstorms,Low,Buffet,electric_scooter,1,No,Metropolitian,11,2022,Tuesday,March,Night
15134,34,4.7,2022-03-15,21:55,22:10,Windy,Jam,Meal,scooter,1,No,Urban,30,2022,Tuesday,March,Night
15135,38,4.7,2022-02-12,19:50,20:05,Sunny,Jam,Meal,scooter,1,No,Urban,26,2022,Saturday,February,Night
15136,33,4.6,2022-04-01,19:15,19:30,Fog,Jam,Snack,scooter,1,No,Metropolitian,25,2022,Friday,April,Evening
15137,26,4.8,2022-03-11,09:35,09:50,Cloudy,Low,Snack,scooter,1,No,Urban,11,2022,Friday,March,Morning
15138,24,4.7,2022-03-30,08:25,08:30,Fog,Low,Meal,motorcycle,1,No,Metropolitian,15,2022,Wednesday,March,Morning
15139,37,4.8,2022-02-14,19:40,19:55,Sunny,Jam,Snack,scooter,1,No,Metropolitian,21,2022,Monday,February,Evening
